from,to
3407396608,479641763
1604351703,1417522172
1604351703,3753186290
1604351703,1477988522
1604351703,3609150543
1604351703,257904239
1604351703,2155256886
3304622122,1475884067
3304622122,2094360544
3304622122,2157038847
3304622122,1493097462
3304622122,185497605
3304622122,2265246653
3304622122,1611811887
3304622122,4192384622
3304622122,2078498526
3304622122,4227876408
3414800519,144608824
3414800519,3609150543
3414800519,1466642954
3414800519,139955447
3414800519,3038153048
3414800519,252656594
1358349033,1604351703
1358349033,1220170850
1358349033,1849489329
1358349033,479641763
1358349033,139955447
1358349033,3414800519
2164489890,3774530189
2164489890,2465305674
2164489890,3772282091
2164489890,479641763
2164489890,139955447
1415842121,360676283
1415842121,2157038847
1415842121,3079661933
1415842121,2675223
1415842121,2518357727
1415842121,2757763156
1415842121,1261660718
1415842121,3329886633
1239602063,4045949946
1239602063,745428071
1239602063,1261660718
1239602063,2265246653
1239602063,492868800
1693239442,1438222072
1693239442,1407185651
1693239442,1884553545
1693239442,1712739043
1693239442,479641763
2761463017,3662802918
2761463017,1341995311
2761463017,1524544714
2761463017,3772282091
2761463017,252656594
2761463017,257904239
1417522172,1830331290
1417522172,1820169232
1417522172,3674970445
1417522172,679761873
1417522172,2476956259
1417522172,3587644579
1417522172,1712739043
1417522172,1261660718
1417522172,2265246653
3245749435,3465832858
3245749435,2741500649
3245749435,1712739043
3245749435,479641763
3245749435,4116127152
3456034225,253948977
3456034225,1185132248
3456034225,1541735752
3456034225,3725880719
3456034225,2978058607
3456034225,1285901905
3456034225,2757763156
3456034225,1261660718
3456034225,3329886633
360676283,693979195
360676283,756432706
360676283,139955447
360676283,3414800519
360676283,1882505364
4087878103,3152176404
4087878103,3432833203
4087878103,262173340
4087878103,2713562140
4087878103,372579833
4087878103,306241150
4087878103,2051388963
3445992829,1830331290
3445992829,253948977
3445992829,851989733
3445992829,890908281
3445992829,1556458971
3445992829,3992481913
3445992829,1206214410
3445992829,4285438002
3445992829,3633948227
598684574,3730824947
598684574,2704650977
598684574,1712739043
598684574,1261660718
598684574,1224803863
2320289840,377074810
2320289840,2187464864
2320289840,2265246653
2320289840,492868800
2320289840,1870287764
2066294351,2013698502
2066294351,1404739597
2066294351,1692606454
2066294351,37998563
2066294351,1565558989
2066294351,3609150543
2066294351,1870287764
2389918261,1830331290
2389918261,2066294351
2389918261,1404739597
2389918261,981264986
2389918261,3158606308
2389918261,208000034
2389918261,1692606454
2389918261,4116127152
2389918261,252656594
2389918261,2840057345
4053763528,2432463759
4053763528,1215793437
4053763528,848403999
4053763528,37998563
4053763528,472423567
3422733142,2102989649
3422733142,257904239
3422733142,3582891292
3422733142,733754889
3422733142,3561877251
3431299410,95694581
3431299410,4221005768
3431299410,4288886704
3431299410,821006391
3431299410,1358127293
3431299410,1261660718
3431299410,2265246653
3431299410,479641763
1002320987,3422733142
1002320987,4206883050
1002320987,1182372813
1002320987,429736175
1002320987,1712739043
1002320987,4116127152
1002320987,598684574
1518888954,4115333176
1518888954,2100380860
1518888954,2757763156
1518888954,1261660718
1518888954,3329886633
3546345209,1598674324
3546345209,2518357727
3546345209,589588713
3546345209,1625869606
3546345209,2996270911
3546345209,3633145476
3546345209,489647298
3546345209,906116865
3546345209,790171200
3546345209,2827031183
3546345209,2979668942
3546345209,1836740495
3546345209,277538979
3546345209,2595290739
3546345209,3714299721
3546345209,589660424
3546345209,437751529
3546345209,3152176404
3546345209,3277154791
3546345209,1586995263
3546345209,3074302557
3546345209,1210236952
3546345209,255658633
1598674324,3079661933
1598674324,3152176404
1598674324,2319987718
1598674324,277538979
1598674324,2507282247
1598674324,282966190
2518357727,2157038847
2518357727,1604351703
2518357727,2102989649
2518357727,1415842121
2518357727,2422125537
2518357727,2265246653
2518357727,492868800
2518357727,3606697614
589588713,589660424
589588713,1598674324
589588713,2595290739
589588713,3797742750
589588713,1836740495
589588713,1056747269
589588713,2518357727
589588713,369128830
589588713,249428070
589588713,2003572837
589588713,1239324802
589588713,1712739043
589588713,1224803863
589588713,3609150543
1625869606,437751529
1625869606,589660424
1625869606,2319046850
1625869606,4043108977
1625869606,255658633
1625869606,2996270911
1625869606,345788761
1625869606,35258254
1625869606,821006391
1625869606,3918837947
1625869606,3038153048
1625869606,257904239
2996270911,3152421259
2996270911,3152176404
2996270911,1260755835
2996270911,2831092499
2996270911,1712739043
2996270911,1224803863
2996270911,2614023385
3633145476,2383695687
3633145476,2556762767
3633145476,2895474838
3633145476,2687949360
3633145476,3852817834
489647298,906116865
489647298,790171200
489647298,2827031183
489647298,2979668942
489647298,1830331290
489647298,4087878103
489647298,1358349033
489647298,2713562140
489647298,655198404
489647298,2876592106
489647298,168679940
489647298,2177960290
489647298,2157038847
489647298,862029404
489647298,2112146954
906116865,489647298
906116865,790171200
906116865,2827031183
906116865,2979668942
790171200,489647298
790171200,906116865
790171200,2827031183
790171200,2979668942
2827031183,489647298
2827031183,906116865
2827031183,790171200
2827031183,2979668942
2827031183,1830331290
2827031183,4023830316
2827031183,252656594
2827031183,2573505146
2979668942,489647298
2979668942,906116865
2979668942,790171200
2979668942,2827031183
2979668942,3445992829
1836740495,277538979
1836740495,2123185293
1836740495,1182372813
1836740495,257904239
1836740495,2155256886
1836740495,1625869606
277538979,1598674324
277538979,2608195917
277538979,2595290739
277538979,2112146954
277538979,655198404
277538979,1712739043
277538979,479641763
277538979,4116127152
2595290739,1598674324
2595290739,2117050810
2595290739,126667477
2595290739,1712739043
2595290739,4116127152
2595290739,598684574
3714299721,1830331290
3714299721,3485225160
3714299721,1598674324
3714299721,2595290739
3714299721,277538979
3714299721,355151978
3714299721,3431299410
3714299721,2295002481
3714299721,192254127
3714299721,2155256886
3714299721,2432463759
3714299721,2265246653
3714299721,3905871911
3714299721,2614023385
589660424,1703026997
589660424,3797742750
589660424,3276406483
589660424,3157043409
589660424,890465833
589660424,3918837947
589660424,479641763
589660424,257904239
437751529,1836740495
437751529,3717922458
437751529,589660424
437751529,1374600740
437751529,2217943755
437751529,1625869606
437751529,1057749939
437751529,372579833
3152176404,2023974761
3152176404,2157038847
3152176404,345788761
3152176404,1422812211
3152176404,4190950402
3152176404,1185132248
3152176404,1261660718
3152176404,2265246653
3152176404,479641763
3277154791,1558956726
3277154791,3079661933
3277154791,2023974761
3277154791,1422812211
3277154791,2260658060
3277154791,2019075192
3277154791,2562974557
3277154791,1261660718
3277154791,2265246653
3277154791,981014442
1586995263,3074302557
1586995263,369128830
1586995263,11819062
1586995263,2518357727
1586995263,3287373424
1586995263,3060902631
1586995263,1712739043
1586995263,3609150543
1586995263,4116127152
3074302557,1210236952
3074302557,2060603851
3074302557,1438222072
3074302557,1712739043
3074302557,4116127152
3074302557,598684574
1210236952,2126336252
1210236952,3372872983
1210236952,2265246653
1210236952,139955447
1210236952,492868800
255658633,963835535
255658633,4043108977
255658633,95694581
255658633,1173327540
255658633,3485225160
255658633,674689462
255658633,3021075335
255658633,257904239
255658633,3422733142
255658633,2155256886
3772282091,2216459947
3772282091,2705100351
3772282091,3576984724
3772282091,3171183710
3772282091,1335877024
2216459947,3485225160
2216459947,1830331290
2216459947,2164489890
2216459947,255658633
2216459947,1712739043
2216459947,3772282091
2216459947,3066295759
2216459947,3400320471
2705100351,3772282091
2705100351,1565558989
2705100351,1215793437
2705100351,1703530629
2705100351,3500231399
3576984724,1239324802
3576984724,1062025075
3576984724,1820169232
3576984724,3772282091
3576984724,3171183710
3171183710,1335877024
3171183710,2786401769
3171183710,3772282091
3171183710,139955447
3171183710,3414800519
1335877024,1098625359
1335877024,3171183710
1335877024,3772282091
1335877024,1261660718
1335877024,2265246653
3079661933,1558956726
3079661933,244713256
3079661933,2451130237
3079661933,3394639210
3079661933,1042508238
3079661933,2489149818
3079661933,1229941955
3079661933,1772545502
3079661933,3187074840
3079661933,3277154791
3079661933,902103494
3079661933,1349039323
3079661933,2112146954
3079661933,1712739043
3079661933,1261660718
3079661933,2265246653
244713256,3920193581
244713256,2019347689
244713256,1712739043
244713256,1261660718
244713256,2265246653
2451130237,1558956726
2451130237,815916207
2451130237,67315442
2451130237,1261660718
2451130237,2265246653
2451130237,3609150543
3394639210,3989467757
3394639210,1772545502
3394639210,1261660718
3394639210,2265246653
3394639210,3582891292
1042508238,1558956726
1042508238,3717922458
1042508238,2319987718
1042508238,1712739043
1042508238,1261660718
1042508238,2265246653
2489149818,1057057595
2489149818,1183728151
2489149818,1712739043
2489149818,1261660718
2489149818,2265246653
1229941955,1558956726
1229941955,3860745689
1229941955,3718350679
1229941955,1712739043
1229941955,1261660718
1229941955,2265246653
1772545502,3394639210
1772545502,3819403244
1772545502,2757763156
1772545502,1261660718
1772545502,3329886633
3187074840,2217943755
3187074840,1210236952
3187074840,156928253
3187074840,1830331290
3187074840,369128830
3187074840,1835428901
3187074840,2748098789
3187074840,1712739043
3187074840,3918837947
3187074840,1261660718
902103494,981264986
902103494,1598674324
902103494,3152176404
902103494,1706760372
902103494,1407185651
902103494,1123460185
902103494,2614023385
902103494,2840057345
902103494,3756477707
1349039323,1562065368
1349039323,3079661933
1349039323,1712739043
1349039323,4116127152
1349039323,598684574
2112146954,3079661933
2112146954,277538979
2112146954,1712739043
2112146954,4116127152
2112146954,598684574
1712739043,1208877424
1712739043,2216459947
1712739043,1884553545
1712739043,4116127152
1712739043,252656594
1261660718,3556144564
1261660718,2157038847
1261660718,4288886704
1261660718,2714895761
1261660718,1128569683
1261660718,2978058607
1261660718,1558956726
1261660718,3816261237
1261660718,3918837947
1261660718,2757763156
1261660718,3329886633
1261660718,2265246653
2265246653,3967369491
2265246653,3463709114
2265246653,3576984724
2265246653,4116127152
2265246653,598684574
2265246653,3422733142
2265246653,1276877082
2265246653,3038153048
2265246653,1335877024
2265246653,1870287764
2265246653,3414800519
2265246653,3622033877
2265246653,1924188091
2265246653,1190796793
2265246653,1848891692
2265246653,3745966877
2265246653,1558956726
2265246653,3158664551
2265246653,2094431796
2265246653,3485225160
2265246653,1830331290
2265246653,2827031183
2265246653,780535205
2265246653,3304622122
2265246653,1261660718
2265246653,492868800
2432463759,3714299721
2432463759,4053763528
2432463759,2265246653
2432463759,479641763
2432463759,1870287764
1215793437,1604351703
1215793437,4053763528
1215793437,2666491780
1215793437,2705100351
1215793437,2265246653
1215793437,3038153048
848403999,1599229606
848403999,3162651408
848403999,1712739043
848403999,479641763
848403999,4116127152
37998563,1830331290
37998563,2406257673
37998563,2066294351
37998563,385350938
37998563,3609150543
37998563,2102989649
37998563,4053763528
472423567,1120305707
472423567,1928917486
472423567,4053763528
472423567,2518406757
472423567,4145759145
1565558989,4053763528
1565558989,3606697614
1565558989,2705100351
1565558989,1054720443
1565558989,2066294351
1565558989,2051388963
1565558989,1021271823
1703530629,542367007
1703530629,3901427934
1703530629,2705100351
1703530629,1215793437
1703530629,1533976076
3500231399,3182260328
3500231399,169528465
3500231399,2705100351
3500231399,1712739043
3500231399,4116127152
3606697614,3698331843
3606697614,605464315
3606697614,2320289840
3606697614,4286230759
3606697614,1665695573
1054720443,503784281
1054720443,3079661933
1054720443,1565558989
1054720443,1884553545
1054720443,3007230520
1054720443,725861674
2051388963,1896324291
2051388963,1595475978
2051388963,798699659
2051388963,1884553545
2051388963,1565558989
2051388963,3077580165
1021271823,1541735752
1021271823,262173340
1021271823,1565558989
1021271823,1712739043
1021271823,4116127152
3698331843,848403999
3698331843,377074810
3698331843,2157038847
3698331843,2260658060
3698331843,1604351703
3698331843,345788761
3698331843,3162651408
3698331843,3606697614
3698331843,3038153048
3698331843,1625869606
605464315,3606697614
605464315,970619841
605464315,118998994
605464315,3796081579
605464315,2067894500
4286230759,3796081579
4286230759,3364581699
4286230759,1261660718
4286230759,2265246653
4286230759,3609150543
1665695573,4139571129
1665695573,93359381
1665695573,185497605
1665695573,2840057345
1665695573,257904239
503784281,330011879
503784281,4039294823
503784281,1054720443
503784281,1712739043
503784281,479641763
330011879,3157070773
330011879,503784281
330011879,372579833
330011879,306241150
330011879,1403935628
4039294823,503784281
4039294823,4264418362
4039294823,1712739043
4039294823,479641763
4039294823,4116127152
479641763,139955447
479641763,2244622020
479641763,2652036969
479641763,3756477707
479641763,2432463759
1884553545,1054720443
1884553545,2757763156
1884553545,1712739043
1884553545,252656594
1884553545,3077580165
2757763156,1477988522
2757763156,1884553545
2757763156,1261660718
2757763156,3329886633
2757763156,1128569683
3077580165,981014442
3077580165,733754889
3077580165,1884553545
3077580165,139955447
3077580165,3414800519
3007230520,970619841
3007230520,1453603254
3007230520,1054720443
3007230520,435235074
3007230520,3120224699
725861674,2575779391
725861674,3570176880
725861674,1054720443
725861674,1712739043
725861674,1261660718
3000188383,3661236689
3000188383,3606697614
3000188383,438076302
3000188383,1239602063
3000188383,1422812211
3000188383,2219374316
3000188383,11819062
3000188383,2816959867
3000188383,2930910593
3000188383,198544135
3000188383,3295252779
3000188383,4275424128
3000188383,87154623
3000188383,2089349001
3000188383,1772545502
3000188383,2295002481
3000188383,1129839988
3000188383,1208877424
3000188383,2180652344
3000188383,1581200087
3000188383,4229883608
3000188383,3485225160
3661236689,2662576387
3661236689,3183965934
3661236689,821006391
3661236689,35258254
3661236689,970619841
438076302,4043108977
438076302,3552346691
438076302,1712739043
438076302,4116127152
438076302,598684574
1422812211,2219374316
1422812211,11819062
1422812211,2816959867
1422812211,2930910593
1422812211,198544135
1422812211,3295252779
1422812211,4275424128
1422812211,87154623
1422812211,4123384388
1422812211,1709453737
1422812211,1884553545
1422812211,1712739043
1422812211,3918837947
11819062,902348985
11819062,1830331290
11819062,2816959867
11819062,1993398039
11819062,2180652344
11819062,4288886704
11819062,3250956547
11819062,3662802918
11819062,3987410584
11819062,4221005768
11819062,3918837947
11819062,1261660718
11819062,2265246653
2816959867,2768065663
2816959867,3051991996
2816959867,1712739043
2816959867,3918837947
2816959867,1224803863
2930910593,1831857131
2930910593,3713015822
2930910593,1882505364
2930910593,798699659
2930910593,2973214132
198544135,3681639446
198544135,4044705864
198544135,3007230520
198544135,1120305707
198544135,3120224699
3295252779,1593077839
3295252779,2406688197
3295252779,3918837947
3295252779,3582891292
3295252779,733754889
4275424128,706034299
4275424128,1105645739
4275424128,3918837947
4275424128,2102989649
4275424128,3248156931
87154623,3662802918
87154623,1928917486
87154623,3017317834
87154623,1712739043
87154623,3918837947
87154623,1224803863
2089349001,1772545502
2089349001,2295002481
2089349001,309573983
2089349001,3656766183
2089349001,479641763
2089349001,257904239
2089349001,2652036969
2295002481,3084615465
2295002481,2911489072
2295002481,3007230520
2295002481,3158606308
2295002481,2513361823
1129839988,1439287491
1129839988,3805582110
1129839988,2265246653
1129839988,2751830803
1129839988,492868800
1208877424,2180652344
1208877424,3614843652
1208877424,1712739043
2180652344,332826098
2180652344,3621663610
2180652344,1712739043
2180652344,2265246653
2180652344,492868800
1581200087,3704991689
1581200087,2920483073
4229883608,27922354
4229883608,2424089387
4229883608,1712739043
4229883608,139955447
4229883608,3414800519
1599229606,1284714552
1599229606,848403999
3162651408,848403999
3162651408,3698331843
3162651408,3714299721
3162651408,702148650
3162651408,3884488074
4116127152,851989733
4116127152,1870287764
4116127152,1712739043
4116127152,252656594
4116127152,598684574
1120305707,1604351703
1120305707,454878321
1120305707,472423567
1120305707,4087556312
1120305707,3497508148
1120305707,1461775437
1928917486,472423567
1928917486,87154623
1928917486,252656594
1928917486,3171183710
1928917486,40074531
2518406757,1886434738
2518406757,1076787648
2518406757,479641763
2518406757,598684574
2518406757,2652036969
4145759145,2489881176
4145759145,2103167953
4145759145,1712739043
4145759145,1261660718
4145759145,2265246653
2406257673,3372872983
2406257673,1888024110
2406257673,3263341761
2406257673,3092870500
2406257673,1712739043
2406257673,4116127152
2406257673,598684574
385350938,37998563
385350938,3498252051
385350938,1224803863
385350938,3609150543
385350938,288606514
3609150543,95694581
3609150543,3640771211
3609150543,3485225160
3609150543,2282076741
3609150543,111970748
3609150543,288606514
3609150543,3414800519
3609150543,1224803863
3609150543,598684574
2102989649,1896324291
2102989649,3561877251
2102989649,3422733142
2102989649,3918837947
2102989649,3609150543
2102989649,981014442
2666491780,3431299410
2666491780,2978058607
2666491780,2682573412
2666491780,1604351703
2666491780,369128830
2666491780,1215793437
2666491780,3889336615
2666491780,2840057345
2666491780,3756477707
2666491780,2432463759
3038153048,3152176404
3038153048,1830331290
3038153048,3485225160
3038153048,2786401769
3038153048,3734763144
3038153048,4116127152
3038153048,679468233
3038153048,3463709114
3038153048,3421055715
3038153048,139955447
3038153048,3414800519
3038153048,252656594
1541735752,429736175
1541735752,1021271823
1541735752,1712739043
1541735752,3918837947
1541735752,479641763
262173340,1021271823
262173340,4087878103
262173340,1712739043
262173340,233821347
262173340,4116127152
2575779391,1882083619
2575779391,725861674
2575779391,1261660718
2575779391,2265246653
2575779391,479641763
3570176880,725861674
3570176880,2486080201
3570176880,1224803863
3570176880,3609150543
3570176880,288606514
1870287764,4116127152
1870287764,3668057086
1870287764,733754889
1870287764,2432463759
1870287764,2320289840
733754889,3077580165
733754889,3582891292
733754889,1870287764
733754889,3422733142
139955447,2964268501
139955447,1128569683
139955447,479641763
139955447,3414800519
139955447,3038153048
139955447,252656594
1284714552,762785435
1284714552,1599229606
1284714552,851989733
1284714552,2840057345
1284714552,3756477707
2786401769,3171183710
2786401769,3367456016
2786401769,139955447
2786401769,3414800519
2786401769,1882505364
3734763144,3142869223
3734763144,1830331290
3734763144,1096612649
3734763144,3331505404
3734763144,3007230520
3734763144,1852306556
3734763144,4139571129
679468233,3568682938
679468233,981264986
679468233,1224803863
679468233,3609150543
679468233,288606514
3463709114,3668057086
3463709114,3038153048
3463709114,883344933
3463709114,1070858696
3463709114,1318599654
3421055715,3038153048
3421055715,1882505364
3421055715,2786401769
3421055715,2442470684
2978058607,2478313738
2978058607,3456034225
2978058607,2962500215
2978058607,3007230520
2978058607,632171958
2682573412,3335344694
2682573412,4037110824
2682573412,2265246653
2682573412,492868800
2682573412,2840057345
3889336615,2666491780
3889336615,2618190890
3889336615,1611811887
3889336615,598684574
3889336615,2705052667
2840057345,4010112375
2840057345,3730824947
2840057345,3367456016
2840057345,3756477707
2840057345,2666491780
3756477707,3725880719
3756477707,3432833203
3756477707,479641763
3756477707,2840057345
3756477707,2652036969
702148650,193891100
702148650,1831857131
702148650,1712739043
702148650,4116127152
702148650,598684574
3884488074,3556084387
3884488074,3403715941
3884488074,1712739043
3884488074,4116127152
3884488074,598684574
970619841,345788761
970619841,3698331843
970619841,369128830
970619841,4288886704
970619841,605464315
970619841,3007230520
970619841,821006391
970619841,35258254
970619841,1692606454
1453603254,3007230520
1453603254,35258254
1453603254,1712739043
1453603254,4116127152
1453603254,598684574
435235074,718051108
435235074,1368916866
435235074,1712739043
435235074,4116127152
435235074,981014442
3120224699,1404739597
3120224699,747503233
3120224699,2289295287
3120224699,1001021726
3120224699,95694581
3120224699,2104509315
3120224699,1830331290
3120224699,183414947
3120224699,3685624123
3120224699,1261660718
3120224699,2265246653
3120224699,1820169232
3561877251,2652036969
3561877251,2102989649
3561877251,3582891292
3561877251,733754889
3561877251,3422733142
3918837947,2295002481
3918837947,1261660718
3918837947,3614843652
3918837947,257904239
3918837947,2102989649
3918837947,1625869606
233821347,2244622020
233821347,376093129
233821347,3498252051
233821347,2441101512
233821347,306241150
429736175,1002320987
429736175,1541735752
429736175,1224803863
429736175,3609150543
429736175,288606514
3668057086,878225249
3668057086,1870287764
3668057086,3463709114
3668057086,35258254
3668057086,1652125797
3668057086,3580592522
2486080201,3570176880
2486080201,2441544643
2486080201,1712739043
2486080201,3918837947
2486080201,3609150543
1224803863,1830331290
1224803863,3614141988
1224803863,95694581
1224803863,3005091818
1224803863,2714895761
1224803863,3609150543
1224803863,288606514
1224803863,598684574
288606514,1882505364
288606514,3609150543
288606514,1224803863
288606514,598684574
1882505364,3421055715
1882505364,288606514
1882505364,2786401769
1882505364,40074531
2442470684,3593170783
2442470684,2727825330
2442470684,2757763156
2442470684,1261660718
2442470684,3329886633
3568682938,1752636413
3568682938,679468233
3568682938,17915320
981264986,679468233
981264986,3971211814
981264986,479641763
981264986,2652036969
981264986,2421527038
883344933,111970748
883344933,2562646026
883344933,3463709114
883344933,2840057345
883344933,3756477707
1070858696,1695415204
1070858696,1541735752
1070858696,3456034225
1070858696,1840001184
1070858696,3054064801
1070858696,3040155435
1070858696,2367288773
1070858696,3463709114
1070858696,3698331843
1070858696,1223630289
1318599654,2105573482
1318599654,2836759434
1318599654,139955447
1318599654,3414800519
1318599654,3609150543
3614843652,3918837947
3614843652,1208877424
3582891292,733754889
3582891292,252656594
3582891292,3422733142
3582891292,3561877251
376093129,1276877082
376093129,156928253
376093129,233821347
376093129,780535205
3498252051,385350938
3498252051,1752636413
3498252051,1712739043
3498252051,233821347
3498252051,4116127152
2441101512,1135285151
2441101512,3767135705
2441101512,1712739043
2441101512,233821347
2441101512,479641763
306241150,3127275388
306241150,2944805609
306241150,1712739043
306241150,233821347
306241150,4116127152
1404739597,991912677
1404739597,378454924
1404739597,3772282091
1404739597,1466642954
1404739597,1335877024
747503233,1170194554
747503233,2318356547
747503233,2840057345
747503233,3756477707
747503233,2666491780
2289295287,1924188091
2289295287,1830331290
2289295287,2197548083
95694581,49529330
95694581,3601278742
95694581,3081131888
95694581,1712739043
95694581,1261660718
95694581,2265246653
2104509315,2996648141
2104509315,3477207685
2104509315,2840057345
2104509315,3756477707
2104509315,2666491780
183414947,3051991996
183414947,3120224699
183414947,1712739043
183414947,4116127152
183414947,598684574
3685624123,2713562140
3685624123,3120224699
3685624123,574598643
3685624123,1712739043
3685624123,479641763
3685624123,4116127152
1820169232,1604351703
1820169232,3576984724
1820169232,2652036969
1820169232,4116127152
1820169232,1215793437
1820169232,3120224699
2396231476,3400320471
2396231476,1785692882
2396231476,2265246653
2396231476,1215793437
2396231476,2432463759
3400320471,232874400
3400320471,2396231476
3400320471,2216459947
3400320471,1224803863
3400320471,479641763
1785692882,2396231476
1785692882,3142885436
1785692882,2840057345
1785692882,3756477707
1785692882,2666491780
718051108,2829010175
718051108,3335724483
718051108,435235074
718051108,4116127152
718051108,252656594
718051108,3725880719
1368916866,435235074
1368916866,2071389056
1368916866,257904239
1368916866,2155256886
1368916866,3498252051
679761873,2038272566
679761873,3467667719
679761873,1712739043
679761873,1261660718
679761873,1224803863
2038272566,2067894500
2038272566,679761873
2038272566,1712739043
2038272566,1224803863
2038272566,479641763
3467667719,679761873
3467667719,84882057
3467667719,2840057345
3467667719,3756477707
3467667719,2666491780
3674970445,448709656
3674970445,2539264947
3674970445,2265246653
3674970445,1215793437
3674970445,2432463759
448709656,2895329636
448709656,3674970445
448709656,1712739043
448709656,3609150543
448709656,4116127152
2539264947,3674970445
2539264947,3601612082
2539264947,1712739043
2539264947,4116127152
2539264947,598684574
2105573482,110451054
2105573482,1318599654
2105573482,1884553545
2105573482,1712739043
2105573482,1882505364
2836759434,1318599654
2836759434,3560328641
2836759434,4010112375
2836759434,372579833
2836759434,1341995311
1695415204,1232887350
1695415204,4037110824
1695415204,1840001184
1695415204,1183728151
1695415204,2868360837
1695415204,3304622122
1695415204,1752636413
1695415204,3017317834
1840001184,756432706
1840001184,1436614799
1840001184,3905871911
1840001184,479641763
1840001184,2652036969
3054064801,3835528593
3054064801,2917644529
3054064801,733754889
3054064801,2840057345
3054064801,3756477707
3040155435,2917644529
3040155435,1070858696
3040155435,1712739043
3040155435,4116127152
3040155435,598684574
2367288773,1070858696
2367288773,4181656970
2367288773,3609150543
2367288773,2102989649
2367288773,3248156931
1223630289,1729482134
1223630289,1057749939
1223630289,479641763
1223630289,2652036969
1223630289,3756477707
111970748,756200751
111970748,883344933
111970748,252656594
111970748,3171183710
111970748,40074531
2562646026,3662802918
2562646026,883344933
2562646026,4078662487
2562646026,848403999
2562646026,632171958
2562646026,1928917486
2713562140,4087878103
2713562140,3175954810
2713562140,1712739043
2713562140,479641763
2713562140,4116127152
574598643,3685624123
574598643,2023974761
574598643,1712739043
574598643,1224803863
574598643,3609150543
2996648141,3523612407
2996648141,2104509315
2996648141,1712739043
2996648141,4116127152
2996648141,598684574
3477207685,828657730
3477207685,2104509315
3477207685,3333873018
3477207685,139955447
3477207685,3414800519
3477207685,3038153048
49529330,2289295287
49529330,1924188091
49529330,369128830
49529330,3339437816
49529330,442090604
49529330,1261660718
49529330,2265246653
49529330,139955447
3601278742,1203023516
3601278742,95694581
3601278742,821006391
3601278742,35258254
3601278742,970619841
3081131888,95694581
3081131888,2753808286
3081131888,479641763
3081131888,2652036969
