from,to
3593170783,1712739043
3593170783,4116127152
3593170783,598684574
2465305674,2164489890
2465305674,4177134459
2465305674,1712739043
2465305674,3609150543
2465305674,4116127152
3167914948,4177134459
3167914948,3862346073
3167914948,479641763
3167914948,2652036969
3167914948,3756477707
208000034,3662802918
208000034,3058970146
208000034,2389918261
208000034,2367175419
208000034,3767135705
208000034,454878321
1105645739,4275424128
1105645739,4123384388
1105645739,2757763156
1105645739,1261660718
1105645739,3329886633
3367456016,1644006155
3367456016,867948954
3367456016,1265515115
3367456016,1135634443
3367456016,1729482134
3367456016,4123384388
3367456016,2786401769
3367456016,1267796678
3367456016,2751830803
3367456016,851989733
3367456016,2840057345
1638326997,1830331290
1638326997,2374574513
1638326997,354865101
1638326997,1040778914
1638326997,3592069270
1638326997,1924188091
1638326997,1993398039
1638326997,2372311596
1638326997,2658657462
1638326997,981264986
1638326997,2023974761
1638326997,3158606308
1638326997,3720621313
1638326997,3918837947
1638326997,1261660718
1638326997,2265246653
3207333542,3791613645
3207333542,354865101
3207333542,1466642954
3207333542,3609150543
3207333542,2102989649
960900254,2815578076
960900254,574765828
960900254,3772282091
960900254,2751830803
960900254,1466642954
2751830803,2614023385
2751830803,185497605
2751830803,851989733
2751830803,3367456016
2751830803,2003572837
93108917,1233920629
93108917,4200737503
93108917,2614023385
93108917,733754889
93108917,2840057345
2456742852,2019347689
2456742852,1970881988
2456742852,3007230520
2456742852,798699659
2456742852,3120224699
116126361,1310985331
116126361,3248156931
3763345438,3122478104
3763345438,3852817834
3763345438,479641763
3763345438,2840057345
3763345438,2652036969
1886434738,3852817834
1886434738,2518406757
1886434738,1712739043
1886434738,1224803863
1886434738,3609150543
753417715,1277361038
753417715,922903292
753417715,1712739043
753417715,4116127152
753417715,598684574
710517371,1994084008
710517371,3783470522
710517371,1712739043
710517371,4116127152
710517371,598684574
715090137,3783470522
715090137,4106524869
715090137,257904239
715090137,2155256886
715090137,3498252051
1966231166,1782664418
1966231166,941232412
1966231166,1712739043
1966231166,4116127152
1966231166,598684574
3329886633,3074302557
3329886633,3407396608
3329886633,2714895761
3329886633,3997781558
3329886633,2757763156
3329886633,1261660718
3329886633,1128569683
2975895141,3229478189
2975895141,2687949360
2975895141,2840057345
2975895141,3367456016
2975895141,1098625359
1206747141,2687949360
1206747141,3405909485
1206747141,3918837947
1206747141,257904239
1206747141,1625869606
1057749939,1223630289
1057749939,3058970146
1057749939,1625869606
1057749939,1586995263
1057749939,4200737503
3862346073,3167914948
3862346073,168679940
3862346073,1712739043
3862346073,4116127152
3862346073,598684574
1524544714,2761463017
1524544714,3253230316
1524544714,3905871911
1524544714,1729482134
1524544714,3767135705
1310985331,3499070022
1310985331,116126361
1310985331,139955447
1310985331,3414800519
1310985331,3038153048
2019347689,244713256
2019347689,2456742852
2019347689,3905871911
2019347689,479641763
2019347689,981014442
1970881988,2456742852
1970881988,1038399788
1970881988,981014442
1970881988,2102989649
1970881988,1135634443
798699659,2051388963
798699659,1233920629
798699659,3918837947
798699659,1882505364
798699659,2102989649
3058970146,1057749939
3058970146,208000034
3058970146,1712739043
3058970146,4116127152
3058970146,252656594
2367175419,3253230316
2367175419,156928253
2367175419,1712739043
2367175419,4116127152
2367175419,598684574
454878321,3051267651
454878321,1120305707
454878321,1712739043
454878321,479641763
454878321,4116127152
3122478104,2593633678
3122478104,3763345438
3122478104,1712739043
3122478104,1224803863
3122478104,3609150543
1782664418,3209332213
1782664418,1966231166
1782664418,1712739043
1782664418,479641763
1782664418,4116127152
4106524869,715090137
4106524869,2663291977
4106524869,1884553545
4106524869,1712739043
4106524869,4116127152
1994084008,622358419
1994084008,710517371
1994084008,1712739043
1994084008,4116127152
1994084008,598684574
3253230316,1524544714
3253230316,2367175419
3253230316,2840057345
3253230316,3756477707
3253230316,2666491780
4200737503,2865317917
4200737503,2094431796
4200737503,2018780401
4200737503,945858532
4200737503,3335724483
4200737503,2012332365
4200737503,589588713
4200737503,1836740495
4200737503,93108917
4200737503,3387866866
4200737503,1625869606
4200737503,1057749939
4200737503,1586995263
3499070022,2187464864
3499070022,1310985331
168679940,3862346073
168679940,660751121
168679940,1712739043
168679940,479641763
168679940,139955447
1038399788,1970881988
1038399788,2176221096
1038399788,1712739043
1038399788,4116127152
1038399788,598684574
1135634443,981264986
1135634443,2013698502
1135634443,369128830
1135634443,2562974557
1135634443,87154623
1135634443,2658657462
1135634443,4043108977
1135634443,2944805609
1135634443,380010305
1135634443,1712739043
1135634443,4116127152
1135634443,981014442
1233920629,798699659
1233920629,93108917
1233920629,4116127152
1233920629,252656594
1233920629,3725880719
2593633678,2075190285
2593633678,3122478104
2593633678,1884553545
2593633678,1712739043
2593633678,1224803863
622358419,922903292
622358419,1994084008
622358419,1712739043
622358419,3609150543
622358419,4116127152
2663291977,4106524869
2663291977,2422916613
2663291977,1712739043
2663291977,4116127152
2663291977,598684574
3209332213,3622064999
3209332213,1782664418
3209332213,1712739043
3209332213,4116127152
3209332213,252656594
2865317917,1830331290
2865317917,1239324802
2865317917,170637925
2865317917,1056747269
2865317917,3826681845
2865317917,2518357727
2865317917,2816959867
2865317917,1242547860
2865317917,1512960567
2865317917,1712739043
2865317917,1261660718
2865317917,1224803863
2018780401,3645121136
2018780401,3312070581
2018780401,2840057345
2018780401,3756477707
2018780401,2666491780
945858532,3066295759
945858532,2348942496
945858532,3918837947
945858532,3905871911
945858532,2102989649
3335724483,2842550930
3335724483,718051108
3335724483,2265246653
3335724483,492868800
3335724483,2320289840
2012332365,4086976970
2012332365,2263562885
2012332365,2895474838
2012332365,2687949360
2012332365,3852817834
3387866866,1512960567
3387866866,2077624307
3387866866,4200737503
3387866866,364323928
2187464864,2320289840
2187464864,3499070022
2187464864,1224803863
2187464864,3609150543
2187464864,288606514
3725880719,3922308260
3725880719,2618190890
3725880719,3756477707
3725880719,1712739043
3725880719,4116127152
3725880719,252656594
2013698502,1644006155
2013698502,3553168463
2013698502,479641763
2013698502,252656594
2013698502,2652036969
2562974557,3277154791
2562974557,4248720604
2562974557,1712739043
2562974557,4116127152
2562974557,598684574
2658657462,1675782304
2658657462,1271877244
2658657462,3772282091
2658657462,1712739043
2658657462,3905871911
4043108977,255658633
4043108977,2374574513
4043108977,377075935
4043108977,1830331290
4043108977,437751529
4043108977,1852306556
4043108977,2571345628
4043108977,725861674
4043108977,212866996
4043108977,438076302
4043108977,3038153048
4043108977,257904239
4043108977,2155256886
2944805609,306241150
2944805609,1135634443
2944805609,1712739043
2944805609,479641763
2944805609,4116127152
380010305,1135634443
380010305,3629709192
380010305,3918837947
380010305,2102989649
380010305,2666491780
2176221096,1038399788
2176221096,1287365125
2176221096,2768065663
2176221096,1239324802
2176221096,1541735752
2422916613,2663291977
2422916613,843769624
2422916613,1712739043
2422916613,4116127152
2422916613,598684574
1512960567,2865317917
1512960567,195443377
364323928,3662802918
364323928,3387866866
364323928,3287373424
364323928,1712739043
364323928,1224803863
364323928,479641763
3622064999,2653221690
3622064999,3209332213
3622064999,1224803863
3622064999,3609150543
3622064999,288606514
3645121136,3429031591
3645121136,2018780401
3645121136,2840057345
3645121136,3756477707
3645121136,2666491780
3312070581,2018780401
3312070581,2738695634
3312070581,1712739043
3312070581,1224803863
3312070581,185497605
2842550930,83022142
2842550930,3335724483
2842550930,1261660718
2842550930,2265246653
2842550930,1335877024
3066295759,3060902631
3066295759,945858532
3066295759,2216459947
3066295759,1224803863
3066295759,3609150543
2348942496,945858532
2348942496,3127275388
2348942496,1882505364
2348942496,3421055715
2348942496,4010112375
4086976970,3212282059
4086976970,2012332365
4086976970,1267796678
4086976970,1215793437
4086976970,372579833
2263562885,2012332365
2263562885,168352712
2263562885,1215793437
2263562885,848403999
2263562885,2562646026
843769624,2422916613
843769624,181073821
843769624,2051388963
843769624,4149857016
843769624,706034299
3629709192,380010305
3629709192,573545440
3629709192,706034299
3629709192,1699102360
3629709192,531846569
2374574513,3485225160
2374574513,345788761
2374574513,1830331290
2374574513,1210236952
2374574513,2518357727
2374574513,1417522172
2374574513,1604351703
2374574513,3152176404
2374574513,1924188091
2374574513,11819062
2374574513,748005633
2374574513,160445387
2374574513,3609150543
2374574513,252656594
2374574513,3171183710
377075935,2513361823
377075935,814254241
377075935,1882505364
377075935,3421055715
377075935,1870287764
1852306556,2382539735
1852306556,444112603
1852306556,1712739043
1852306556,4116127152
1852306556,598684574
2571345628,2041025000
2571345628,1803819632
2571345628,1261660718
2571345628,2265246653
2571345628,3609150543
212866996,4162023120
212866996,4043108977
212866996,1884553545
212866996,1712739043
212866996,4116127152
2653221690,3882781507
2653221690,1118073033
2653221690,3622064999
2653221690,2265246653
2653221690,139955447
2653221690,2751830803
3287373424,1644006155
3287373424,1604351703
3287373424,364323928
3287373424,1586995263
3287373424,2265246653
3287373424,1374600740
3287373424,1876847942
2768065663,1239324802
2768065663,346250730
2768065663,1598674324
2768065663,3152176404
2768065663,589588713
2768065663,4134233507
2768065663,198544135
2768065663,1185132248
2768065663,2816959867
2768065663,1712739043
2768065663,479641763
2768065663,4116127152
83022142,1830331290
83022142,150800960
83022142,1604351703
83022142,679761873
83022142,3152176404
83022142,353881925
83022142,2842550930
83022142,252656594
83022142,3171183710
83022142,40074531
3127275388,3662802918
3127275388,2348942496
3127275388,306241150
3127275388,3918837947
3127275388,2102989649
3127275388,3248156931
168352712,2263562885
168352712,1512896585
168352712,2840057345
168352712,3756477707
168352712,2666491780
573545440,3629709192
573545440,675590665
573545440,1712739043
573545440,479641763
573545440,4116127152
706034299,3508605272
706034299,4275424128
706034299,3629709192
706034299,4149857016
706034299,118998994
1699102360,1403935628
1699102360,1390082474
1699102360,1712739043
1699102360,4116127152
1699102360,598684574
531846569,292696075
531846569,1023939629
531846569,1712739043
531846569,139955447
531846569,3414800519
4162023120,2406688197
4162023120,212866996
4162023120,2051388963
4162023120,1595475978
4162023120,1709453737
2041025000,2277316923
2041025000,2571345628
2041025000,372579833
2041025000,306241150
2041025000,2051388963
1803819632,2571345628
1803819632,3080494832
1803819632,2840057345
1803819632,257904239
1803819632,3756477707
3882781507,192254127
3882781507,3207930312
3882781507,995908811
3882781507,521284290
3882781507,1267796678
3882781507,1215793437
3882781507,372579833
1118073033,4152021623
1118073033,2653221690
1118073033,1712739043
1118073033,3905871911
1118073033,4116127152
150800960,3690049772
150800960,2502994585
150800960,1261660718
150800960,2265246653
150800960,3171183710
353881925,500943669
353881925,83022142
353881925,3552346691
353881925,3950676992
353881925,3690049772
40074531,3407396608
40074531,93108917
40074531,3971211814
40074531,355151978
40074531,1224803863
40074531,3609150543
40074531,288606514
346250730,2104509315
346250730,3147706899
346250730,62348857
346250730,1185132248
346250730,410922664
346250730,2030339458
346250730,4152021623
346250730,1712739043
346250730,4116127152
346250730,598684574
4134233507,1088155081
4134233507,1456116997
4134233507,1712739043
4134233507,4116127152
4134233507,598684574
1185132248,3152176404
1185132248,1002320987
1185132248,1772545502
1185132248,780652340
1185132248,139955447
1185132248,3414800519
1185132248,3038153048
1644006155,3402775822
1644006155,2013698502
1644006155,1712739043
1644006155,4116127152
1644006155,598684574
1374600740,2260658060
1374600740,2000782847
1374600740,1858192533
1374600740,4152021623
1374600740,1056747269
1374600740,3079661933
1374600740,2023974761
1374600740,1239324802
1374600740,1703026997
1374600740,725861674
1374600740,4029267646
1374600740,2768065663
1374600740,891025698
1374600740,829521208
1374600740,1541735752
1374600740,195443377
1374600740,437751529
1374600740,1712739043
1374600740,2265246653
1374600740,479641763
1876847942,3850507296
1876847942,3122958072
1876847942,2265246653
1876847942,3287373424
1876847942,1374600740
2382539735,3662802918
2382539735,2071389056
2382539735,1852306556
2382539735,1712739043
2382539735,1224803863
2382539735,3609150543
444112603,1852306556
444112603,4192384622
444112603,1593077839
444112603,1291290855
444112603,3402775822
2513361823,1507953779
2513361823,377075935
2513361823,1261660718
2513361823,2265246653
2513361823,252656594
814254241,377075935
814254241,3313010130
814254241,3772282091
814254241,1712739043
814254241,479641763
748005633,1390082474
748005633,2374574513
748005633,3609150543
748005633,372579833
748005633,2442470684
160445387,2374574513
160445387,1344405843
160445387,479641763
160445387,2652036969
160445387,3756477707
3213430603,1173327540
3213430603,1098625359
3213430603,2953266588
3213430603,1447631471
3213430603,1593077839
3213430603,1291290855
3213430603,3402775822
2953266588,17915320
2953266588,3213430603
2953266588,2840057345
2953266588,257904239
2953266588,3756477707
1447631471,3662802918
1447631471,3213430603
1447631471,4139571129
1447631471,1224803863
1447631471,3609150543
1447631471,288606514
1593077839,1604351703
1593077839,3720621313
1593077839,3295252779
1593077839,3756477707
1593077839,1215793437
1593077839,37998563
1291290855,279552504
1291290855,1507953779
1291290855,1593077839
1291290855,3402775822
1291290855,3791613645
3402775822,3984276604
3402775822,1644006155
3402775822,3905871911
3402775822,3609150543
3402775822,252656594
292696075,302859812
292696075,531846569
292696075,3609150543
292696075,3582891292
292696075,733754889
1403935628,3237083029
1403935628,1699102360
1403935628,372579833
1403935628,306241150
1403935628,2051388963
1390082474,1699102360
1390082474,748005633
1390082474,252656594
1390082474,3171183710
1390082474,40074531
2406688197,3295252779
2406688197,4162023120
2406688197,1712739043
2406688197,3609150543
2406688197,4116127152
1595475978,4149857016
1595475978,2051388963
1595475978,1709453737
1595475978,1105645739
1709453737,1422812211
1709453737,4149857016
1709453737,1712739043
1709453737,4116127152
1709453737,598684574
3433674084,358254198
3433674084,3671873694
3433674084,1712739043
3433674084,2265246653
3433674084,492868800
358254198,954590308
358254198,3433674084
358254198,1712739043
358254198,4116127152
358254198,598684574
3671873694,3433674084
3671873694,4022874490
3671873694,2757763156
3671873694,1261660718
3671873694,3329886633
4152021623,346250730
4152021623,1118073033
4152021623,1712739043
4152021623,4116127152
4152021623,598684574
192254127,2164489890
192254127,1404739597
192254127,1477988522
192254127,1745927640
192254127,3772282091
192254127,2265246653
192254127,479641763
995908811,2526441429
995908811,3882781507
995908811,2840057345
995908811,257904239
995908811,3756477707
521284290,3882781507
521284290,272309714
521284290,3698331843
521284290,984853388
2000782847,4038757771
2000782847,4288886704
2000782847,1884553545
2000782847,1712739043
2000782847,4116127152
1858192533,2741500649
1858192533,2277316923
1858192533,1884553545
1858192533,1712739043
1858192533,479641763
1056747269,49529330
1056747269,1466246472
1056747269,1632712279
1056747269,1712739043
1056747269,3609150543
1056747269,4116127152
2023974761,3079661933
2023974761,3152176404
2023974761,4134233507
2023974761,1422812211
2023974761,531846569
2023974761,2157038847
2023974761,574598643
2023974761,2042869228
2023974761,1261660718
2023974761,1224803863
2023974761,2265246653
1703026997,2102515516
1703026997,3811300680
1703026997,1712739043
1703026997,3918837947
1703026997,479641763
4029267646,3801866573
4029267646,184052160
4029267646,1884553545
4029267646,1712739043
4029267646,4116127152
891025698,2078498526
891025698,3801866573
891025698,479641763
891025698,2652036969
891025698,3756477707
829521208,3278599259
829521208,391592775
829521208,1712739043
829521208,1224803863
829521208,479641763
195443377,3120224699
195443377,2658657462
195443377,1924188091
195443377,571244687
195443377,2477827355
195443377,2402419850
195443377,168679940
195443377,1512960567
195443377,1374600740
195443377,1712739043
195443377,479641763
195443377,3609150543
3850507296,2738057529
3850507296,1876847942
3850507296,479641763
3850507296,2652036969
3850507296,3756477707
3122958072,1876847942
3122958072,3142869223
3122958072,1884553545
3122958072,1712739043
3122958072,479641763
4192384622,444112603
4192384622,827706648
4192384622,3304622122
4192384622,3609150543
4192384622,2102989649
2071389056,1368916866
2071389056,2382539735
2071389056,1224803863
2071389056,3609150543
2071389056,288606514
1344405843,49529330
1344405843,160445387
1344405843,2958863402
1344405843,1224803863
1344405843,3609150543
1344405843,288606514
4139571129,1447631471
4139571129,1665695573
4139571129,1884553545
4139571129,1712739043
4139571129,252656594
3984276604,354865101
3984276604,3402775822
3984276604,1884553545
3984276604,1712739043
3984276604,252656594
279552504,3151521733
279552504,2658657462
279552504,2003572837
279552504,192254127
279552504,1830331290
279552504,2245662874
279552504,1291290855
279552504,3772282091
279552504,252656594
279552504,3171183710
1507953779,1604351703
1507953779,1291290855
1507953779,2513361823
1507953779,3756477707
1507953779,37998563
1507953779,2727825330
3791613645,3592069270
3791613645,3207333542
3791613645,3905871911
3791613645,1729482134
3791613645,1524544714
3720621313,1638326997
3720621313,1593077839
3720621313,1712739043
3720621313,479641763
3720621313,4116127152
17915320,1506424053
17915320,2953266588
17915320,821006391
17915320,35258254
17915320,970619841
272309714,521284290
272309714,2608195917
272309714,2840057345
272309714,3756477707
272309714,2666491780
984853388,2327403674
984853388,910897570
984853388,2840057345
984853388,3756477707
984853388,2666491780
1745927640,192254127
1745927640,232874400
1745927640,821006391
1745927640,35258254
1745927640,970619841
2526441429,3644198807
2526441429,995908811
2526441429,2895474838
2526441429,2687949360
2526441429,3852817834
2958863402,1344405843
2958863402,3592069270
2958863402,1712739043
2958863402,479641763
2958863402,4116127152
827706648,3662802918
827706648,4192384622
827706648,4096171912
827706648,1593077839
827706648,1291290855
827706648,3402775822
1506424053,915602773
1506424053,17915320
1506424053,1712739043
1506424053,3609150543
1506424053,1870287764
3592069270,2958863402
3592069270,3791613645
3592069270,252656594
3592069270,3171183710
3592069270,40074531
2727825330,2442470684
2727825330,2350945757
2727825330,1712739043
2727825330,4116127152
2727825330,598684574
3644198807,2688559915
3644198807,2526441429
3644198807,1439287491
3644198807,272309714
3644198807,995908811
232874400,1745927640
232874400,3400320471
232874400,1884553545
232874400,1712739043
232874400,1882505364
4096171912,827706648
4096171912,3796081579
4096171912,2840057345
4096171912,257904239
4096171912,3756477707
910897570,984853388
910897570,762785435
910897570,1224803863
910897570,3609150543
910897570,288606514
2608195917,1598674324
2608195917,272309714
2608195917,2437218265
2608195917,1625869606
2608195917,1057749939
2608195917,2895474838
2350945757,2727825330
2350945757,4053047800
2350945757,1712739043
2350945757,4116127152
2350945757,598684574
3151521733,2876592106
3151521733,2426523116
3151521733,1993398039
3151521733,3772282091
3151521733,479641763
3151521733,2652036969
2003572837,3882781507
2003572837,2282076741
2003572837,2456742852
2003572837,391592775
2003572837,589588713
2003572837,3772282091
2003572837,479641763
2003572837,2751830803
2245662874,3197377732
2245662874,279552504
2245662874,2757763156
2245662874,1261660718
2245662874,3329886633
915602773,545930069
915602773,2217943755
915602773,2289295287
915602773,369128830
915602773,763295984
915602773,1506424053
915602773,1884553545
915602773,1712739043
915602773,4116127152
3796081579,4096171912
3796081579,4286230759
3796081579,3609150543
3796081579,605464315
3796081579,372579833
2688559915,2310753936
2688559915,3644198807
2688559915,1224803863
2688559915,3609150543
2688559915,288606514
1439287491,919911452
1439287491,1129839988
1439287491,479641763
1439287491,2652036969
1439287491,3756477707
4053047800,2350945757
4053047800,372579833
4053047800,1712739043
4053047800,1224803863
4053047800,3609150543
762785435,910897570
762785435,1284714552
762785435,1712739043
762785435,1224803863
762785435,3905871911
2437218265,2608195917
2437218265,132112923
2437218265,1712739043
2437218265,479641763
2437218265,4116127152
3142869223,3122958072
3142869223,2526790192
3142869223,981014442
3142869223,2102989649
3142869223,372579833
545930069,3747783743
545930069,12902757
545930069,2217943755
545930069,1129839988
545930069,2903943197
545930069,4182037980
545930069,221847703
545930069,1884553545
545930069,1712739043
545930069,1882505364
2217943755,437751529
2217943755,4182037980
2217943755,821006391
2217943755,35258254
2217943755,970619841
763295984,1533976076
763295984,915602773
763295984,2051388963
763295984,4238689745
763295984,1477988522
3197377732,3640771211
3197377732,2245662874
3197377732,981014442
3197377732,2102989649
3197377732,1135634443
2282076741,2017761335
2282076741,3588489295
2282076741,3772282091
2282076741,1466642954
2282076741,1335877024
391592775,829521208
391592775,2003572837
391592775,1712739043
391592775,479641763
391592775,4116127152
2426523116,1239324802
2426523116,221847703
2426523116,3151521733
2426523116,1712739043
2426523116,1870287764
2426523116,4116127152
1993398039,1924188091
1993398039,3152176404
1993398039,981264986
1993398039,3151521733
1993398039,3183440908
1993398039,3918837947
1993398039,1261660718
1993398039,2265246653
919911452,3896047869
919911452,1404739597
919911452,2360731452
919911452,1439287491
919911452,1712739043
919911452,4116127152
919911452,598684574
2310753936,362703278
2310753936,2688559915
2310753936,2840057345
2310753936,3756477707
2310753936,2666491780
132112923,2437218265
132112923,3369428230
132112923,3905871911
132112923,479641763
132112923,2652036969
2526790192,3142869223
2526790192,1070192638
4182037980,2103167953
4182037980,1183728151
4182037980,2217943755
4182037980,545930069
4182037980,3918837947
4182037980,3609150543
4182037980,3582891292
1533976076,4221005768
1533976076,763295984
1533976076,1712739043
1533976076,479641763
1533976076,4116127152
4238689745,2512086904
4238689745,2887355792
4238689745,1593077839
4238689745,1291290855
4238689745,3402775822
2903943197,1830331290
2903943197,1924188091
2903943197,725861674
2903943197,95694581
2903943197,2664690939
2903943197,1780078008
2903943197,733754889
2903943197,2840057345
2903943197,3756477707
221847703,545930069
221847703,2426523116
221847703,1712739043
221847703,1224803863
221847703,3609150543
3183440908,1993398039
3183440908,840780359
3183440908,479641763
3183440908,2652036969
3183440908,3756477707
3896047869,1723470421
3896047869,2497586042
3896047869,3918837947
3896047869,2102989649
3896047869,3007230520
2360731452,1980371102
2360731452,919911452
2017761335,3222861263
2017761335,2282076741
2017761335,257904239
2017761335,2102989649
2017761335,2705052667
3588489295,2282076741
3588489295,1382558169
3588489295,372579833
3588489295,306241150
3588489295,4149857016
3369428230,132112923
3369428230,1895436384
3369428230,1712739043
3369428230,4116127152
3369428230,598684574
3640771211,3553168463
3640771211,3197377732
3640771211,252656594
3640771211,3171183710
3640771211,40074531
2664690939,3244807142
2664690939,2903943197
2664690939,1712739043
2664690939,479641763
2664690939,4116127152
1780078008,2903943197
1780078008,979307486
1780078008,2666491780
1780078008,3431299410
1780078008,380010305
2512086904,3142885436
2512086904,4238689745
2512086904,3609150543
2512086904,372579833
2512086904,2442470684
2887355792,4238689745
2887355792,3231424285
2887355792,1261660718
2887355792,2265246653
2887355792,981014442
4221005768,1604351703
4221005768,379469860
4221005768,11819062
4221005768,1533976076
4221005768,3609150543
4221005768,252656594
4221005768,257904239
1070192638,2526790192
1070192638,3967203083
362703278,3315054195
362703278,2310753936
362703278,479641763
362703278,208000034
362703278,454878321
840780359,3183440908
840780359,2966346950
840780359,1884553545
840780359,1712739043
840780359,4116127152
1980371102,1259307270
1980371102,2360731452
1980371102,1712739043
1980371102,1261660718
1980371102,2265246653
1723470421,4001447985
1723470421,3896047869
1723470421,1712739043
1723470421,4116127152
1723470421,598684574
2497586042,3896047869
2497586042,2907073034
2497586042,233821347
2497586042,479641763
2497586042,2652036969
1382558169,3588489295
1382558169,2030518661
1382558169,257904239
1382558169,605464315
1382558169,118998994
4149857016,1709453737
4149857016,1595475978
4149857016,2276286883
4149857016,706034299
4149857016,118998994
3553168463,2013698502
3553168463,3640771211
3553168463,3905871911
3553168463,252656594
3553168463,3171183710
979307486,1780078008
979307486,3182974193
979307486,2757763156
979307486,1261660718
979307486,3329886633
3967203083,1070192638
3967203083,3997756515
3967203083,479641763
3967203083,3785402136
3967203083,3183440908
3315054195,796458411
3315054195,362703278
3315054195,821006391
3315054195,35258254
3315054195,970619841
1259307270,613613481
1259307270,1980371102
1259307270,1712739043
1259307270,4116127152
1259307270,598684574
2030518661,1924188091
2030518661,1598674324
2030518661,3079661933
2030518661,1382558169
2030518661,3855077585
2030518661,1712739043
2030518661,4116127152
2030518661,598684574
118998994,1260414621
118998994,3237083029
118998994,4116127152
118998994,252656594
118998994,598684574
2907073034,2497586042
2907073034,4050700150
2907073034,1712739043
2907073034,1224803863
2907073034,233821347
3182974193,979307486
3182974193,1837953095
3182974193,3918837947
3182974193,1261660718
3182974193,2265246653
3997756515,1239324802
3997756515,3967203083
3997756515,2824676968
3997756515,4116127152
3997756515,252656594
3997756515,3725880719
3785402136,92799619
3785402136,1053930298
3785402136,479641763
3785402136,2652036969
3785402136,3756477707
3231424285,2887355792
3231424285,2248373211
3231424285,1712739043
3231424285,4116127152
3231424285,598684574
4001447985,1087511606
4001447985,1723470421
4001447985,1712739043
4001447985,1224803863
4001447985,3609150543
796458411,645673546
796458411,3315054195
796458411,1712739043
796458411,1224803863
796458411,3609150543
3142885436,1785692882
3142885436,2512086904
613613481,1318158191
613613481,1259307270
613613481,372579833
613613481,306241150
613613481,1403935628
3244807142,4018457550
3244807142,2664690939
1895436384,494348158
1895436384,1830331290
1895436384,3369428230
1895436384,3563387553
1895436384,1261660718
1895436384,2265246653
1895436384,981014442
3222861263,3357729554
3222861263,2017761335
3222861263,2757763156
3222861263,1261660718
3222861263,3329886633
1053930298,3785402136
1053930298,4087556312
1053930298,3918837947
1053930298,139955447
1053930298,3414800519
1087511606,1917365200
1087511606,4001447985
1087511606,1224803863
1087511606,3609150543
1087511606,288606514
2248373211,3231424285
2248373211,1858820681
2248373211,1224803863
2248373211,3609150543
2248373211,288606514
2824676968,3997756515
2824676968,3191937245
2824676968,479641763
2824676968,3158606308
2824676968,2513361823
1318158191,2970057077
1318158191,613613481
1318158191,479641763
1318158191,3463709114
1318158191,2652036969
4018457550,532058375
4018457550,3244807142
4018457550,3772282091
4018457550,1466642954
4018457550,1335877024
494348158,2100919042
494348158,3384093533
494348158,4053763528
494348158,3127275388
494348158,1103201460
3563387553,1895436384
3563387553,1981033431
3563387553,1712739043
3563387553,1224803863
3563387553,3609150543
645673546,1745894468
645673546,796458411
645673546,1224803863
645673546,3609150543
645673546,288606514
3357729554,360676283
3357729554,1206280120
3357729554,2164489890
3357729554,3485225160
3357729554,3327252090
3357729554,3222861263
3357729554,1712739043
3357729554,479641763
3357729554,139955447
1837953095,3182974193
1837953095,3335344694
1837953095,479641763
1837953095,1466642954
1837953095,3183440908
1260414621,4214280512
1260414621,118998994
1260414621,3785402136
1260414621,2013698502
3237083029,118998994
3237083029,1403935628
3237083029,3905871911
3237083029,1729482134
3237083029,1524544714
3855077585,2030518661
3855077585,1232887350
3855077585,1712739043
3855077585,4116127152
3855077585,598684574
1917365200,2126378483
1917365200,1087511606
1917365200,3304622122
1917365200,372579833
1917365200,306241150
3191937245,2824676968
3191937245,38153797
3191937245,233821347
3191937245,479641763
3191937245,2441101512
3158606308,3313010130
3158606308,1638326997
3158606308,2757763156
3158606308,1261660718
3158606308,3329886633
4087556312,1053930298
4087556312,3051267651
4087556312,1884553545
4087556312,1712739043
4087556312,1882505364
1858820681,2248373211
1858820681,3788210939
1858820681,1712739043
1858820681,4116127152
1858820681,598684574
236904083,4053763528
236904083,3458880185
236904083,3327252090
236904083,1712739043
236904083,3918837947
236904083,479641763
3458880185,184899096
3458880185,236904083
3458880185,372579833
3458880185,306241150
3458880185,1403935628
3327252090,236904083
3327252090,3357729554
3327252090,3007230520
3327252090,3120224699
3327252090,2003572837
1206280120,3373338267
1206280120,3067145955
1206280120,3772282091
1206280120,139955447
1206280120,3414800519
1745894468,2640475854
1745894468,645673546
1745894468,1712739043
1745894468,479641763
1745894468,4116127152
2100919042,1585478872
2100919042,494348158
2100919042,479641763
2100919042,139955447
2100919042,3414800519
3384093533,494348158
3384093533,1491027985
3384093533,479641763
3384093533,2652036969
3384093533,3756477707
1103201460,1604351703
1103201460,3017317834
1103201460,2393597095
1103201460,3918837947
1103201460,1224803863
1103201460,2265246653
3335344694,1837953095
3335344694,2682573412
3335344694,1712739043
3335344694,2719282222
3335344694,599629727
4214280512,3618663332
4214280512,1260414621
4214280512,111970748
4214280512,4275424128
4214280512,3785402136
1232887350,3855077585
1232887350,3489090767
1232887350,1712739043
1232887350,479641763
1232887350,4116127152
532058375,2437508867
532058375,4018457550
532058375,1242547860
532058375,3357021876
532058375,1391652543
3051267651,4087556312
3051267651,454878321
3051267651,981014442
3051267651,2102989649
3051267651,1625869606
3788210939,1858820681
3788210939,3423254523
3788210939,1712739043
3788210939,1224803863
3788210939,3609150543
3313010130,814254241
3313010130,3158606308
3313010130,2757763156
